area_name,no_of_bedrooms,no_of_bathrooms,land_area_sqm,fenced,building_type,interior_type,roof_type,distance_to_main_road_km,road_type,area_type,electricity_reliability_hrs,water_supply_score,crime_rate_index,flood_prone,price
Ijagbo,3,4,540.565057483828,No,Duplex,Ceiling,Gerrard,1.1814122530626165,Tarred,Urban,19,4,9,No,13080092.51
Ijagbo,3,3,827.6979424368758,Yes,Bungalow,Ceiling,Gerrard,3.688396276007344,Untarred,Urban,7,3,2,No,12213703.08
Ijagbo,6,1,535.0943779701,Yes,Flat,POP,Gerrard,1.9384460230338956,Untarred,Urban,10,5,4,No,13050550.6
Ijagbo,4,2,737.6068764527978,No,Bungalow,Ceiling,Normal,4.272441819634519,Tarred,Urban,8,1,3,Yes,11629930.99
Ijagbo,5,3,432.29306081346385,No,Flat,POP,Gerrard,2.1894546345888477,Untarred,Urban,5,1,1,No,12473938.05
Ijagbo,3,2,459.1956825332802,Yes,Bungalow,Ceiling,Normal,0.6920766275190773,Tarred,Urban,7,1,9,No,11621659.65
Ijagbo,4,2,852.5967126579455,Yes,Duplex,Ceiling,Gerrard,4.073940338560174,Tarred,Urban,9,4,4,Yes,12874388.99
Ijagbo,2,3,758.8314848857675,Yes,Flat,POP,Gerrard,2.5160020171297313,Tarred,Urban,7,2,1,Yes,11648389.67
Ijagbo,4,1,790.2768852093511,Yes,Self-Contain,POP,Gerrard,3.6485789471482404,Untarred,Urban,6,3,9,Yes,11438609.68
Ijagbo,5,4,474.0273191774621,No,Duplex,Ceiling,Gerrard,3.199395678113595,Tarred,Rural,22,3,2,No,13023681.9
Ijagbo,5,2,534.4092665915636,Yes,Flat,Ceiling,Gerrard,4.414325585527207,Tarred,Urban,4,2,9,No,12519953.64
Ijagbo,6,3,333.9513936880294,Yes,Self-Contain,Ceiling,Gerrard,3.2349543374606715,Tarred,Urban,23,5,8,No,13589524.45
Ijagbo,3,2,611.220596628357,Yes,Self-Contain,POP,Gerrard,3.7418479272061096,Untarred,Urban,20,4,7,No,11896108.61
Ijagbo,3,2,589.823818535334,Yes,Bungalow,Ceiling,Normal,3.0974585626850004,Tarred,Urban,9,4,9,Yes,11518885.76
Ijagbo,3,2,684.9791452964128,Yes,Flat,POP,Gerrard,3.4258689860108165,Tarred,Urban,5,5,4,No,12643844.15
Ijagbo,3,1,392.8971675586319,No,Duplex,Ceiling,Gerrard,3.020412181325129,Untarred,Urban,4,1,4,No,11187819.67
Ijagbo,3,4,735.4355462184619,Yes,Duplex,POP,Gerrard,2.590593886672971,Untarred,Urban,23,3,5,No,13540718.43
Ijagbo,5,3,455.22698529326453,Yes,Duplex,POP,Gerrard,3.1438000874594194,Tarred,Urban,23,5,8,No,14045868.44
Ijagbo,3,1,703.7230011588479,Yes,Self-Contain,Ceiling,Normal,4.150322264200484,Untarred,Urban,17,3,6,No,10680492.41
Ijagbo,4,2,474.89744455423374,No,Flat,POP,Normal,1.8013125873394071,Untarred,Rural,8,1,2,No,10887349.04
Ijagbo,4,3,723.2764981700918,Yes,Flat,Ceiling,Normal,0.5072304637213805,Untarred,Urban,14,2,9,No,12116197.75
Ijagbo,6,3,594.657437629899,No,Bungalow,Ceiling,Gerrard,3.3448338297168227,Tarred,Urban,19,5,5,No,13954139.34
Ijagbo,4,3,783.5067195706998,Yes,Self-Contain,POP,Gerrard,1.423434794791435,Untarred,Urban,16,5,4,No,13256208.23
Ijagbo,2,2,462.89925250912074,Yes,Bungalow,Ceiling,Gerrard,4.178582126014201,Tarred,Urban,8,2,7,No,11513219.9
Ijagbo,2,3,666.3280530092547,Yes,Duplex,POP,Gerrard,1.3020711716190494,Tarred,Urban,11,5,2,No,13286857.33
Ijagbo,5,2,478.0720092119103,Yes,Bungalow,POP,Normal,4.431979915197021,Tarred,Urban,22,4,2,No,12926682.36
Ijagbo,4,2,431.73235393788116,No,Flat,POP,Gerrard,2.2589328004646925,Tarred,Urban,18,2,1,No,12449928.47
Ijagbo,3,3,628.0111530595732,Yes,Bungalow,Ceiling,Gerrard,2.5793780011130774,Untarred,Urban,20,5,5,No,12586512.04
Ijagbo,6,1,310.87442462743786,No,Bungalow,POP,Gerrard,3.216446991750018,Untarred,Urban,12,1,9,No,12362545.19
Ijagbo,2,3,376.4318496002036,Yes,Flat,POP,Normal,2.1419295507392837,Tarred,Urban,17,1,8,Yes,10751220.11
Ijagbo,5,3,625.0565785605379,No,Bungalow,Ceiling,Gerrard,2.002250856639202,Untarred,Urban,13,5,3,No,12893548.92
Ijagbo,4,3,521.7445196560639,Yes,Duplex,Ceiling,Normal,0.2401456730089141,Tarred,Urban,20,1,2,No,13185890.18
Ijagbo,2,2,628.8194139985441,Yes,Flat,Ceiling,Normal,0.2702156426128434,Tarred,Rural,10,4,9,No,10490147.66
Ijagbo,6,2,844.9370932201938,No,Flat,Ceiling,Normal,2.9782724216573144,Tarred,Urban,13,5,6,No,12935879.82
Ijagbo,6,3,816.9082243361362,No,Duplex,Ceiling,Gerrard,3.006406832795959,Tarred,Urban,21,1,6,No,14452037.25
Ijagbo,4,2,748.9396987991375,Yes,Flat,Ceiling,Gerrard,1.5365962225931504,Untarred,Rural,13,5,4,No,11721651.3
Ijagbo,2,4,430.3385318718065,Yes,Bungalow,POP,Normal,4.156769081020492,Tarred,Rural,19,1,8,No,11306358.14
Ijagbo,6,3,897.6946040992673,No,Duplex,POP,Gerrard,0.5228283870433656,Tarred,Rural,14,5,3,No,14100294.25
Ijagbo,5,3,516.2560962848917,No,Flat,POP,Gerrard,1.3136872654822913,Tarred,Rural,21,1,4,Yes,11814092.66
Ijagbo,4,2,638.0372104275841,Yes,Duplex,POP,Gerrard,4.955259953915676,Untarred,Urban,13,5,9,No,13017174.48
Ijagbo,3,3,671.1162352309113,Yes,Flat,POP,Gerrard,4.333017437615897,Tarred,Rural,17,3,2,No,11972368.82
Ijagbo,3,4,865.0151919948183,Yes,Flat,Ceiling,Gerrard,3.313466992490315,Tarred,Urban,10,4,1,Yes,12547395.48
Ijagbo,2,1,869.2466370898265,Yes,Duplex,POP,Gerrard,2.377179199629604,Tarred,Urban,9,3,8,No,12780186.37
Ijagbo,6,1,650.6998773184741,No,Flat,POP,Normal,0.6555605180832618,Tarred,Rural,11,2,1,No,11911710.25
Ijagbo,6,3,831.6560611879249,Yes,Duplex,POP,Normal,4.986741919537293,Tarred,Rural,18,1,8,No,13730098.23
Ijagbo,6,2,376.7621547070699,Yes,Flat,POP,Gerrard,4.4810868956315,Tarred,Urban,5,2,7,No,13146627.67
Ijagbo,3,4,400.4946534564646,Yes,Self-Contain,Ceiling,Normal,2.310754335237961,Tarred,Rural,17,5,8,Yes,10496046.97
Ijagbo,5,1,512.2180119484403,Yes,Self-Contain,POP,Normal,3.928655994271462,Tarred,Rural,5,3,5,No,11340071.93
Ijagbo,4,4,464.184250716463,Yes,Bungalow,POP,Gerrard,4.1474298136897,Tarred,Urban,12,5,9,No,13617408.77
Ijagbo,4,4,766.2295713910537,No,Bungalow,POP,Normal,4.949365428632271,Untarred,Urban,21,5,9,No,12897928.1
Ijagbo,2,3,779.8307481712318,Yes,Duplex,POP,Gerrard,4.535830469003411,Untarred,Rural,9,3,9,No,11538175.49
Ijagbo,5,4,631.5973606660489,Yes,Duplex,POP,Gerrard,1.0892977058399538,Tarred,Urban,16,2,6,No,15000130.41
Ijagbo,2,2,524.7289460277487,No,Flat,POP,Gerrard,4.256580087180967,Untarred,Urban,12,5,4,No,11214231.08
Ijagbo,5,1,674.0866983115778,Yes,Bungalow,POP,Gerrard,1.473776535689482,Tarred,Urban,11,2,7,No,13244288.01
Ijagbo,4,1,580.841432540574,Yes,Duplex,POP,Gerrard,2.263929027781087,Tarred,Rural,21,5,2,Yes,11874113.83
Ijagbo,6,2,422.6690234785638,Yes,Flat,Ceiling,Normal,2.647299245842197,Tarred,Urban,23,1,9,No,12772090.83
Ijagbo,4,3,569.4232607580755,Yes,Bungalow,Ceiling,Gerrard,3.1199336000373044,Tarred,Urban,4,3,8,Yes,12396651.9
Ijagbo,4,3,641.078939104764,Yes,Bungalow,POP,Normal,4.208316538184096,Untarred,Urban,9,5,3,No,12527209.58
Ijagbo,4,4,318.0623233267914,No,Duplex,Ceiling,Gerrard,3.135025333883172,Untarred,Urban,5,5,3,No,12739760.42
Ijagbo,3,1,468.96962526337904,No,Bungalow,Ceiling,Normal,3.188909796559028,Untarred,Urban,6,3,1,Yes,10022742.45
Ijagbo,5,4,863.3978532515865,Yes,Bungalow,POP,Gerrard,3.608636674709779,Tarred,Urban,16,1,2,Yes,14070222.71
Ijagbo,3,1,750.7062821724256,No,Flat,Ceiling,Normal,3.833830950553402,Tarred,Urban,15,1,5,No,11179118.7
Ijagbo,3,4,754.4786672704306,Yes,Bungalow,POP,Gerrard,3.702617151187627,Untarred,Urban,23,1,4,Yes,12548099.06
Ijagbo,6,1,370.1541213152349,Yes,Self-Contain,POP,Normal,3.2347431241657327,Tarred,Urban,9,1,7,No,12828122.0
Ijagbo,4,4,539.7112707521609,Yes,Bungalow,Ceiling,Normal,0.7013816868807266,Tarred,Urban,16,5,5,Yes,12830080.08
Ijagbo,3,1,719.8231236596857,Yes,Duplex,POP,Normal,3.989563032435451,Untarred,Urban,12,2,5,No,11877991.44
Ijagbo,6,3,644.6620535233235,Yes,Duplex,Ceiling,Normal,0.5669113329893488,Untarred,Rural,18,1,1,No,13000253.92
Ijagbo,6,1,800.7545715571632,Yes,Self-Contain,POP,Gerrard,0.8700745633270404,Tarred,Rural,16,1,5,No,12943564.16
Ijagbo,3,2,862.2653669518062,Yes,Bungalow,Ceiling,Gerrard,1.794126959878998,Untarred,Rural,10,4,7,No,11307840.89
Ijagbo,4,3,697.0666394829832,Yes,Flat,POP,Gerrard,4.201491250280827,Untarred,Urban,20,3,2,Yes,12153027.76
Ijagbo,3,4,694.8958945785441,Yes,Flat,POP,Gerrard,4.17105031873878,Tarred,Urban,16,2,3,No,12839459.94
Ijagbo,4,3,874.8708053516602,Yes,Duplex,Ceiling,Normal,3.2499889129371673,Tarred,Urban,13,2,2,No,13801223.7
Ijagbo,4,2,387.86175396168966,No,Flat,Ceiling,Gerrard,2.019394329838568,Untarred,Urban,21,2,9,No,11322170.33
Ijagbo,5,2,495.12671776572677,Yes,Bungalow,POP,Normal,4.835586607134788,Tarred,Rural,8,3,6,Yes,11642424.36
Ijagbo,6,3,768.113561089797,No,Bungalow,POP,Gerrard,1.661564157194964,Tarred,Urban,18,5,4,No,14269017.32
Ijagbo,2,4,378.30075847031054,Yes,Flat,Ceiling,Normal,3.5139474651731457,Tarred,Rural,17,3,4,No,10724825.22
Ijagbo,6,1,868.9509226740475,Yes,Bungalow,POP,Gerrard,0.3724648744926704,Untarred,Urban,19,1,3,No,13832452.89
Ijagbo,6,3,649.951435387534,Yes,Duplex,POP,Gerrard,3.024090660719136,Tarred,Rural,5,2,8,No,13905094.38
Ijagbo,5,4,546.2974764363328,Yes,Bungalow,POP,Gerrard,0.6204382275485427,Tarred,Urban,18,4,5,Yes,13529080.65
Ijagbo,3,3,330.7763093887294,Yes,Flat,POP,Gerrard,2.743714817265118,Tarred,Urban,8,3,7,Yes,11563985.66
Ijagbo,5,2,545.0733488450895,Yes,Bungalow,POP,Gerrard,3.5463857222623063,Tarred,Urban,7,4,4,No,13351004.82
Ijagbo,2,3,366.68228839920744,Yes,Duplex,Ceiling,Gerrard,2.818794184601919,Tarred,Urban,14,5,6,No,12265667.38
Ijagbo,3,1,393.72090475835955,No,Self-Contain,Ceiling,Gerrard,2.9734738412052066,Untarred,Urban,5,3,4,No,10478369.06
Ijagbo,3,4,699.2191250513426,Yes,Flat,POP,Gerrard,1.5389027651526883,Tarred,Urban,10,2,2,No,13114120.88
Ijagbo,2,3,426.1911337714762,No,Bungalow,Ceiling,Gerrard,0.8045849426209197,Untarred,Urban,16,3,3,No,10838051.81
Ijagbo,2,2,661.8900720737681,Yes,Flat,POP,Gerrard,3.8891903883833696,Tarred,Urban,11,1,8,No,11768024.85
Ijagbo,5,2,326.9980927412546,Yes,Bungalow,POP,Normal,1.7934632227320582,Tarred,Urban,5,4,7,No,12638775.98
Ijagbo,2,3,628.8871216368132,Yes,Bungalow,Ceiling,Normal,0.44200051329060414,Untarred,Urban,10,5,5,No,11691278.42
Ijagbo,5,2,385.96887522158465,Yes,Bungalow,POP,Gerrard,4.521267733769938,Untarred,Urban,7,4,2,No,12700215.24
Ijagbo,6,3,349.00036551605774,No,Bungalow,POP,Gerrard,0.40385556443135917,Untarred,Rural,17,5,7,Yes,11980510.08
Ijagbo,6,1,836.5590709538484,Yes,Bungalow,POP,Normal,0.265443314747943,Tarred,Urban,17,5,4,No,13525072.97
Ijagbo,2,1,351.03383129354467,Yes,Flat,Ceiling,Gerrard,1.3534357925617604,Tarred,Urban,14,3,6,No,10907027.79
Ijagbo,2,1,593.4214651845721,No,Flat,Ceiling,Gerrard,3.74482821685049,Untarred,Urban,23,5,4,No,10700991.32
Ijagbo,5,3,599.975395178873,Yes,Flat,POP,Gerrard,1.565798651249282,Tarred,Urban,14,3,8,Yes,13472642.28
Ijagbo,5,1,351.61929421976595,Yes,Bungalow,POP,Gerrard,1.3219558017763724,Tarred,Rural,9,2,3,No,12014168.24
Ijagbo,5,2,691.7697948827054,Yes,Self-Contain,POP,Gerrard,4.489449216061442,Tarred,Rural,7,1,6,No,12405935.42
Ijagbo,6,4,854.4646295467677,No,Duplex,POP,Normal,3.2149737499691446,Untarred,Urban,14,4,6,No,14199014.15
Igbonna,6,3,490.7895308042009,Yes,Bungalow,Ceiling,Gerrard,0.568269568893849,Tarred,Urban,20,3,4,No,14687321.55
Igbonna,6,4,574.465833521933,Yes,Flat,POP,Normal,0.8497060878717635,Tarred,Urban,10,5,2,No,14818902.2
Igbonna,5,1,376.0944135302513,Yes,Bungalow,Ceiling,Gerrard,0.4811134653657625,Tarred,Urban,12,5,3,Yes,12871128.59
Igbonna,5,3,707.0351313018078,Yes,Bungalow,POP,Normal,2.8800911123077455,Untarred,Urban,8,1,7,No,13565755.8
Igbonna,3,4,651.9743509701975,No,Bungalow,POP,Gerrard,4.177533949367788,Untarred,Urban,10,5,1,No,13461785.07
Igbonna,4,1,553.593620273375,No,Bungalow,Ceiling,Gerrard,3.972441325802784,Tarred,Urban,15,5,1,No,12570407.29
Igbonna,6,3,666.2264971909965,Yes,Bungalow,POP,Gerrard,2.4047909158426055,Untarred,Rural,15,3,4,Yes,13334923.5
Igbonna,3,4,861.2268967842704,Yes,Flat,POP,Gerrard,4.35820369271447,Tarred,Urban,22,1,9,Yes,13055526.94
Igbonna,6,3,772.645312981422,Yes,Duplex,POP,Gerrard,3.2015838065803184,Tarred,Urban,13,4,3,Yes,15318786.32
Igbonna,4,3,529.6704602418243,No,Bungalow,POP,Gerrard,0.5415472586139668,Tarred,Urban,19,1,5,Yes,12824823.34
Igbonna,3,1,841.6582727787053,Yes,Flat,POP,Gerrard,2.380536304591148,Tarred,Rural,20,4,9,Yes,11594681.44
Igbonna,6,3,328.18379465888387,No,Bungalow,POP,Gerrard,1.0153884531414863,Tarred,Urban,18,1,8,No,14322108.04
Igbonna,5,1,313.33108921534824,No,Bungalow,Ceiling,Gerrard,4.823163329912319,Tarred,Urban,8,1,4,Yes,12061487.33
Igbonna,6,2,499.19188285962167,No,Flat,Ceiling,Gerrard,4.250024211139009,Tarred,Urban,17,5,8,No,13761314.41
Igbonna,4,3,886.932401115935,Yes,Duplex,POP,Normal,2.216052820619182,Tarred,Rural,23,5,1,No,14072193.01
Igbonna,6,2,611.7670054818045,No,Bungalow,Ceiling,Gerrard,0.8384470347551782,Tarred,Rural,11,5,9,No,13433604.18
Igbonna,4,4,738.5277739933247,Yes,Flat,Ceiling,Gerrard,1.3702493010088617,Untarred,Urban,16,4,2,Yes,13183365.74
Igbonna,3,4,638.3357526332413,Yes,Duplex,POP,Normal,3.7281208937111523,Tarred,Urban,23,5,6,No,14279951.77
Igbonna,2,4,608.2247131291829,Yes,Bungalow,POP,Gerrard,3.7261198434105682,Tarred,Urban,11,3,7,No,13245105.88
Igbonna,6,3,837.9447950814061,Yes,Bungalow,Ceiling,Gerrard,4.475160586216844,Tarred,Rural,22,1,6,No,14404398.57
Igbonna,2,2,408.4710903374277,Yes,Bungalow,POP,Gerrard,2.864642176415305,Tarred,Urban,12,3,7,No,12563337.0
Igbonna,3,4,308.76539826532974,Yes,Flat,POP,Normal,1.6822509216781536,Tarred,Urban,18,3,9,No,13048696.57
Igbonna,6,4,784.6306919888877,No,Duplex,POP,Normal,1.2003179533679917,Tarred,Urban,17,1,5,Yes,14803003.45
Igbonna,6,2,847.0355261476655,Yes,Flat,Ceiling,Normal,3.177782010193861,Untarred,Urban,17,2,3,No,13502671.84
Igbonna,2,3,879.3833851600803,Yes,Bungalow,Ceiling,Normal,2.9602907526023103,Tarred,Urban,6,2,6,No,12527228.46
Igbonna,5,3,614.0443110404831,No,Duplex,Ceiling,Normal,1.7539079629300334,Untarred,Urban,22,4,7,Yes,13296939.77
Igbonna,2,1,841.9488630570784,Yes,Duplex,POP,Gerrard,2.5311049536045305,Tarred,Rural,10,3,2,No,12311326.18
Igbonna,2,2,687.4350260106321,Yes,Bungalow,POP,Normal,4.334806621258483,Tarred,Rural,10,3,8,No,11550172.99
Igbonna,4,3,379.0121420617242,Yes,Duplex,Ceiling,Gerrard,4.390607105672976,Tarred,Urban,4,3,6,Yes,13154882.57
Igbonna,3,1,681.628405403476,Yes,Flat,POP,Gerrard,4.006702536179148,Untarred,Rural,18,3,4,No,11305829.81
Igbonna,6,1,517.789704242323,No,Duplex,POP,Gerrard,4.45462573740868,Tarred,Rural,18,2,4,No,13505355.25
Igbonna,6,1,379.37276859062297,No,Flat,Ceiling,Normal,1.2632829061429076,Tarred,Urban,17,1,2,Yes,12492201.47
Igbonna,6,3,603.3124750340942,Yes,Bungalow,Ceiling,Gerrard,0.5521475238060928,Untarred,Urban,23,5,5,No,14590943.76
Igbonna,3,3,751.2685996181849,Yes,Bungalow,POP,Normal,2.2892589423514584,Untarred,Urban,12,5,8,No,13071133.46
Igbonna,3,1,363.2431715737002,Yes,Flat,POP,Normal,3.8136735482345903,Untarred,Rural,10,1,1,No,10253178.85
Igbonna,4,3,746.417148208606,Yes,Bungalow,Ceiling,Normal,0.7185389959595805,Tarred,Rural,20,5,8,No,12890195.44
Igbonna,6,1,566.5100441270199,Yes,Flat,Ceiling,Normal,0.2475713383575375,Untarred,Urban,6,2,7,No,12946676.16
Igbonna,2,4,817.7534361065934,Yes,Flat,Ceiling,Gerrard,4.779402872374812,Tarred,Urban,23,3,6,No,12944232.05
Igbonna,2,1,440.14041664116655,Yes,Bungalow,POP,Gerrard,2.2034949551799103,Tarred,Rural,23,5,3,No,11584417.91
Igbonna,2,2,492.24077168412896,Yes,Duplex,POP,Gerrard,0.7944609281879238,Tarred,Rural,4,4,5,No,12166744.46
Igbonna,6,1,873.2689148628405,Yes,Duplex,POP,Normal,0.26349830194541113,Tarred,Rural,13,3,1,No,14217808.21
Igbonna,5,3,827.049517826977,No,Duplex,POP,Gerrard,3.5644897520863963,Tarred,Urban,15,1,4,No,14942874.0
Igbonna,6,2,352.46790107993127,Yes,Flat,POP,Gerrard,4.787117442879149,Untarred,Urban,18,4,7,No,13484618.77
Igbonna,6,2,760.7819868370989,Yes,Flat,POP,Gerrard,3.779444797782979,Untarred,Urban,14,1,1,No,14250006.06
Igbonna,5,4,855.7849661527176,Yes,Duplex,Ceiling,Gerrard,1.360823337993695,Tarred,Rural,18,2,3,No,15000736.94
Igbonna,4,4,422.45259669345614,Yes,Duplex,POP,Gerrard,4.4416830449023506,Tarred,Urban,4,3,9,No,14439995.54
Igbonna,4,1,532.084345231128,Yes,Bungalow,POP,Gerrard,4.571966070494313,Tarred,Urban,12,4,1,Yes,13038424.61
Igbonna,3,3,444.13165992503133,Yes,Bungalow,POP,Normal,3.698575061544038,Tarred,Urban,20,1,1,Yes,12705157.51
Igbonna,5,2,601.2049186435092,Yes,Flat,POP,Gerrard,2.5961549448383927,Tarred,Rural,23,2,9,No,13210390.42
Igbonna,6,3,510.98992340514326,No,Flat,Ceiling,Normal,1.8408754012028392,Tarred,Rural,6,4,4,No,12559999.01
Igbonna,5,4,324.64090367424325,Yes,Flat,POP,Gerrard,2.0598390263444317,Tarred,Urban,9,4,7,No,14073482.54
Igbonna,2,2,316.1205924269612,Yes,Bungalow,POP,Gerrard,3.143129173294486,Untarred,Urban,15,1,8,No,11756941.95
Igbonna,5,2,606.5824458270372,Yes,Bungalow,POP,Gerrard,1.8015722750417247,Tarred,Urban,5,4,4,No,14581571.36
Igbonna,3,4,885.2462206108471,Yes,Bungalow,Ceiling,Gerrard,4.507507127943614,Tarred,Urban,22,3,6,No,14195102.71
Igbonna,6,3,350.55861969351065,Yes,Duplex,POP,Normal,3.751365567681937,Untarred,Urban,6,5,6,No,14171300.71
Igbonna,4,2,814.7609483983973,Yes,Flat,Ceiling,Normal,4.66479297374024,Tarred,Urban,12,2,1,Yes,12408680.63
Igbonna,4,1,638.6499526678485,Yes,Bungalow,POP,Gerrard,4.855130550242166,Untarred,Rural,20,2,2,Yes,11465092.59
Igbonna,2,3,449.29141621195913,Yes,Bungalow,POP,Normal,4.1031087448063275,Tarred,Rural,13,4,6,No,11243748.76
Igbonna,6,4,508.20140124731995,No,Self-Contain,POP,Gerrard,3.7382355869918675,Tarred,Urban,15,2,7,Yes,13956370.33
Igbonna,4,2,703.6535917481544,Yes,Bungalow,POP,Gerrard,2.4818521057063156,Untarred,Rural,23,4,9,No,12567117.6
Igbonna,3,2,579.7519689167012,No,Flat,POP,Gerrard,3.6515629784518966,Tarred,Rural,5,2,1,No,11729117.95
Igbonna,6,2,692.272050674677,Yes,Flat,Ceiling,Gerrard,2.140359882113788,Untarred,Rural,7,1,8,No,12811137.65
Igbonna,3,3,711.1047079666683,Yes,Bungalow,POP,Gerrard,0.6590753409138366,Tarred,Urban,21,1,5,Yes,13360122.48
Igbonna,4,2,609.1831127966261,Yes,Duplex,Ceiling,Normal,2.7575697795266927,Untarred,Urban,8,2,8,No,12781308.52
Igbonna,5,1,543.8499219444112,No,Flat,Ceiling,Gerrard,0.8301822656231563,Tarred,Urban,10,4,3,No,13148463.07
Igbonna,2,4,435.4737312903775,Yes,Bungalow,POP,Gerrard,0.9102000037251481,Untarred,Urban,19,5,4,No,12961787.33
Igbonna,6,2,320.6587851439887,Yes,Duplex,Ceiling,Gerrard,2.7841428900849094,Untarred,Urban,6,5,2,No,13893305.11
Igbonna,3,2,465.3400657855071,Yes,Duplex,Ceiling,Normal,1.1830515634698056,Untarred,Rural,8,5,3,No,11799272.13
Igbonna,3,4,872.7323054505,No,Bungalow,POP,Gerrard,1.347269766396528,Tarred,Urban,21,3,3,No,14068919.18
Igbonna,5,1,664.9268260598681,Yes,Duplex,POP,Gerrard,1.639661107870718,Tarred,Urban,20,3,8,No,14673679.76
Igbonna,3,2,391.04574777183143,Yes,Duplex,POP,Normal,2.171511408756858,Tarred,Urban,11,3,2,No,12760933.59
Igbonna,2,3,730.4176518218201,Yes,Self-Contain,POP,Gerrard,3.833252764838919,Untarred,Rural,21,4,1,Yes,11137413.64
Igbonna,6,4,736.1261436838629,No,Bungalow,POP,Gerrard,4.14897402424259,Tarred,Urban,20,2,5,No,15116070.62
Igbonna,5,4,729.2286103071931,No,Bungalow,POP,Gerrard,2.0040918328735002,Untarred,Urban,13,1,7,No,14133972.97
Igbonna,3,2,725.8028061027146,No,Bungalow,POP,Normal,1.5527600158182655,Tarred,Urban,12,1,5,Yes,12036378.29
Igbonna,4,3,474.1530632235176,Yes,Bungalow,Ceiling,Gerrard,4.001566560347406,Untarred,Urban,9,1,1,No,12862750.51
Igbonna,4,1,867.2229897688667,Yes,Self-Contain,POP,Gerrard,4.474116550405212,Tarred,Urban,18,1,3,No,13349578.35
Igbonna,4,1,563.7377650637393,Yes,Bungalow,POP,Gerrard,1.6554549624524024,Untarred,Rural,22,5,1,No,12391128.23
Igbonna,2,1,786.4101422025551,No,Bungalow,POP,Normal,2.780192689473662,Tarred,Urban,7,3,1,No,12031120.06
Igbonna,6,4,886.4739379103055,No,Flat,Ceiling,Gerrard,2.8101779378803853,Untarred,Urban,22,4,2,No,14610813.1
Igbonna,4,3,308.1970112823657,No,Bungalow,POP,Gerrard,1.8120487377887167,Tarred,Rural,16,4,4,No,12591233.74
Igbonna,4,3,411.2453102244326,Yes,Flat,Ceiling,Gerrard,3.593390328768429,Untarred,Rural,21,4,8,No,11645862.91
Igbonna,3,3,533.2610477169582,Yes,Bungalow,POP,Normal,0.7972250568890886,Tarred,Urban,17,4,4,No,13516249.74
Igbonna,3,3,403.8143218506986,Yes,Bungalow,POP,Gerrard,4.144411601529874,Tarred,Rural,15,2,5,No,12301395.37
Igbonna,3,2,758.3139001201284,Yes,Duplex,POP,Gerrard,3.974391945896194,Tarred,Urban,22,4,7,No,13957662.94
Igbonna,6,2,466.96059649126175,Yes,Duplex,Ceiling,Gerrard,1.6864105779262042,Untarred,Urban,22,3,1,No,14454015.78
Igbonna,3,4,353.7396145897864,Yes,Bungalow,Ceiling,Normal,0.23548112693260653,Tarred,Urban,9,4,8,No,12937622.0
Igbonna,4,3,460.67548471358026,Yes,Bungalow,Ceiling,Gerrard,3.293528295298851,Tarred,Urban,20,1,2,Yes,13200259.57
Igbonna,5,2,497.62756158124546,Yes,Duplex,POP,Normal,1.610800450423682,Tarred,Rural,23,5,9,Yes,13005732.32
Igbonna,3,1,538.0735952487505,Yes,Flat,POP,Gerrard,2.687742659305813,Untarred,Urban,13,2,4,No,12429798.51
Igbonna,4,1,595.2010376592497,Yes,Bungalow,POP,Gerrard,1.4389166872323906,Tarred,Urban,20,5,6,No,13716132.56
Igbonna,3,4,760.6587706286026,Yes,Flat,Ceiling,Gerrard,3.3027554010948275,Tarred,Urban,10,2,6,Yes,12861185.05
Igbonna,6,2,599.5118705599982,Yes,Bungalow,POP,Normal,1.2575714885003961,Tarred,Urban,5,4,2,No,14385812.28
Igbonna,5,1,377.45171708547707,Yes,Flat,POP,Gerrard,1.255337390571089,Tarred,Rural,9,5,7,No,12499198.11
Igbonna,6,3,572.3556818530776,Yes,Flat,Ceiling,Normal,1.0188853981838928,Tarred,Urban,23,3,1,No,14197301.25
Igbonna,3,3,355.0665638827055,Yes,Duplex,POP,Gerrard,1.424448477595421,Untarred,Rural,23,3,3,Yes,11796016.44
Igbonna,5,1,575.6061933563739,Yes,Flat,POP,Normal,3.2772132971943653,Tarred,Urban,20,1,3,No,13444459.53
Igbonna,6,2,729.1933863174813,Yes,Bungalow,POP,Gerrard,0.39102621121113224,Tarred,Rural,16,3,5,No,14140510.06
Igbonna,4,2,600.6241421907621,Yes,Bungalow,Ceiling,Gerrard,2.341516430994414,Untarred,Urban,11,3,6,No,12957154.86
Igbonna,2,1,627.8858166152258,Yes,Duplex,POP,Gerrard,1.1035145588914188,Tarred,Urban,12,5,6,Yes,12635424.97
Offa Central,6,1,624.8175830376792,Yes,Self-Contain,Ceiling,Gerrard,1.4499349221819602,Untarred,Rural,8,2,7,No,18180894.56
Offa Central,3,1,755.5433877941971,Yes,Bungalow,POP,Gerrard,1.7771390371150124,Tarred,Urban,5,2,2,No,18973780.56
Offa Central,5,2,748.512382047903,No,Bungalow,Ceiling,Gerrard,4.79826111911578,Tarred,Urban,18,3,7,Yes,18986852.14
Offa Central,3,1,427.0286232887825,Yes,Duplex,POP,Normal,0.903749874367243,Tarred,Urban,19,1,2,No,18458943.25
Offa Central,3,3,846.9797482250854,No,Bungalow,POP,Normal,4.549460173411901,Tarred,Rural,10,3,7,No,17642979.74
